Grapheme	IPA	Frequency
^k	k	12
ɨ	ɨ	10
t	t	17
ɨ$	ɨ	7
^ⁿd	ⁿd	22
u	u	20
ȼ	ts	10
i$	i	23
^ž	ʒ	18
i	i	13
o$	o	8
u̧	ũ	14
m	m	7
ȩ$	ẽ	8
a	a	22
ʔ	ʔ	35
n	n	12
u̧$	ũ	20
^l	l	3
a$	a	14
^u	u	5
w	w	14
e$	e	13
^kʷ	kʷ	7
e	e	13
^n	n	4
ɨ̧	ɨ̃	7
ñ	ɲ	12
ɨ̧$	ɨ̃	6
^đ	ð	10
iʰ	i̥	5
k	k	14
ȩʰ	ẽ̥	1
a̧	ã	5
i̧$	ĩ	12
^w	w	7
^i	i	5
ž	ʒ	7
^s	s	1
i̧	ĩ	11
x	x	4
đ	ð	11
^ñ	ɲ	6
Ñ	ɲ̥	2
u$	u	16
a̧$	ã	4
-	+	14
^t	t	9
uʰ	u̥	2
^u̧	ũ	3
^ṣ̌	ʂ	1
ȩ	ẽ	3
^ȼ	ts	3
^y	j	9
ɨʰ	ɨ̥	1
^i̧	ĩ	2
r̃	rː	1
xʸ	xʲ	1
y	j	4
kʷ	kʷ	2
o	o	6
u̧ʰ	ũ̥	1
i̧ʰ	ĩ̥	1
^m	m	1
ⁿd	ⁿd	2
N	n̥	1
^θ	θ	1
ṣ̌	ʂ	2
^a	a	1
r	ɾ	1
^a̧	ã	1
